Dte. Barri AEB SC Electors Votants Abstenció CiU PSC-PM PP ICV-EUiA-E UpB-ERCRiDC CUP-AxB C's Eb-CenB SI EV-GVE PIRATA.CAT PACMA PxC PUM+J UPyD PDLPEA L.B.B. PCPC P.A.T.O. PRE-IR PH PFiV FE-JONS SAIn U.C.E. Blancs Nuls
BARCELONA    1.163.594 616.537 547.057 174.122 134.193 104.475 62.979 33.900 11.833 11.742 10.115 6.823 6.128 4.675 4.308 3.405 1.593 1.463 1.382 1.189 979 954 710 624 533 349 246 219 27.107 10.491
8 50 170 65 1.103 405 698 33 172 69 45 10 2 9 3 0 8 3 0 3 3 6 1 2 0 1 2 0 2 1 1 0 21 8
8 50 170 66 1.073 341 732 34 114 93 33 8 1 11 3 3 3 1 3 5 0 2 0 3 0 0 0 0 1 0 0 1 17 5
8 50 170 67 1.164 524 640 45 194 116 63 13 2 17 13 3 5 0 7 4 1 4 0 0 1 2 0 0 1 1 0 0 19 13
8 50 170 68 1.199 476 723 52 219 95 31 13 4 10 7 3 4 2 4 2 0 1 2 0 1 0 1 0 1 1 0 0 18 5
8 50 170 69 1.014 418 596 43 176 74 46 9 2 13 5 2 1 1 4 2 0 2 1 0 0 1 0 3 0 0 2 1 19 11
8 50 171 70 905 394 511 27 207 62 26 9 3 7 6 0 7 2 8 6 1 0 0 1 0 0 0 0 1 0 0 0 17 4
8 50 171 71 1.175 474 701 53 201 91 37 14 3 15 2 0 6 1 0 9 1 1 1 2 1 1 0 0 2 0 0 0 29 4
8 50 171 72 888 460 428 45 161 87 54 19 10 15 4 2 6 0 3 3 3 4 3 0 0 3 0 0 0 1 0 0 27 10
8 50 171 73 1.124 383 741 45 177 73 38 13 1 6 2 0 3 0 0 2 0 0 0 3 1 1 0 0 0 1 2 0 11 4
8 50 171 74 944 404 540 44 158 74 39 18 2 9 7 2 2 4 3 6 0 0 0 0 2 0 0 0 0 1 0 0 28 5
8 51 172 75 1.323 578 745 70 205 136 58 19 9 14 7 0 3 1 6 2 1 3 0 3 2 3 1 0 0 0 0 0 19 16
8 51 172 76 1.188 573 615 71 209 133 53 18 7 11 7 1 9 2 3 0 1 2 0 0 0 1 1 0 0 0 1 0 37 6
8 51 172 77 1.133 338 795 44 125 64 18 13 2 7 1 1 5 4 4 8 0 2 1 3 1 3 0 0 0 1 0 1 19 11
8 51 173 78 1.105 473 632 48 174 83 41 27 4 18 1 2 12 9 0 6 0 1 5 0 1 0 0 2 0 0 1 0 33 5
8 51 173 79 929 364 565 47 137 75 34 11 3 7 8 0 0 1 4 3 1 0 0 5 1 1 2 0 0 0 0 1 19 4
8 51 173 80 1.053 523 530 77 182 109 43 23 4 10 7 2 4 4 5 0 3 3 1 4 1 0 2 0 0 1 0 0 28 10
8 51 173 81 999 481 518 75 179 91 38 13 3 7 7 0 7 5 3 11 1 0 3 7 1 0 2 0 1 2 1 0 17 7
8 51 173 82 1.152 523 629 74 178 123 45 13 1 21 5 2 7 1 3 1 2 0 4 2 0 1 1 0 0 1 1 0 21 16
8 52 174 83 889 431 458 54 143 104 42 12 3 17 7 0 1 5 11 4 0 3 0 1 0 0 1 3 0 0 0 0 15 5
8 52 174 84 874 442 432 67 156 112 32 19 4 9 5 0 5 1 5 3 0 0 0 2 1 1 0 0 0 0 0 0 20 0
8 52 174 85 1.037 549 488 62 187 116 52 17 12 8 9 2 2 3 9 7 1 2 3 0 1 3 0 1 1 3 0 0 39 9
8 52 174 86 1.225 593 632 75 217 120 68 22 7 14 7 2 7 4 4 5 0 4 4 2 2 1 0 0 1 0 0 0 17 10
8 52 175 87 940 467 473 56 174 113 39 11 4 14 7 2 12 3 3 6 0 4 0 0 0 0 0 0 0 0 0 0 14 5
8 52 175 88 895 425 470 61 143 87 48 19 2 13 2 0 3 5 5 4 0 1 1 0 2 0 0 0 0 0 0 1 16 12
8 52 175 89 930 423 507 50 140 122 38 14 1 9 4 0 3 2 1 2 0 0 0 6 0 0 1 1 1 0 0 1 20 7
8 52 175 90 929 466 463 73 150 96 60 12 5 21 7 1 2 2 5 5 0 0 0 2 1 1 0 0 0 0 1 1 16 5
8 52 175 91 925 457 468 71 169 94 46 13 3 5 5 2 4 3 8 2 0 0 1 2 0 0 2 0 0 0 2 1 17 7
8 52 176 92 815 403 412 52 142 87 46 15 3 11 3 0 1 4 5 3 1 1 0 0 0 0 1 0 0 0 0 0 23 5
8 52 176 93 923 443 480 67 157 92 56 0 1 14 3 9 7 1 3 3 3 4 3 0 0 0 0 0 0 0 0 0 14 6
8 52 176 94 1.230 606 624 85 204 159 51 13 2 12 5 5 9 2 3 7 2 4 1 0 2 1 1 2 0 0 0 0 24 12
8 52 176 95 902 542 360 72 209 109 59 1 5 16 7 2 11 4 1 6 1 2 0 0 0 0 2 0 0 0 1 1 26 7
8 52 177 96 1.076 519 557 58 175 129 58 10 7 5 9 1 9 2 3 3 1 0 1 2 3 2 1 2 0 0 0 2 31 5
8 52 177 97 953 433 520 43 152 99 56 9 2 14 6 0 5 0 4 3 0 3 0 0 1 1 1 0 4 0 0 0 13 17
8 52 177 98 923 425 498 49 162 86 51 8 4 12 6 0 0 4 3 1 0 0 2 0 0 0 3 0 0 2 0 0 26 6
8 52 177 99 983 471 512 66 126 95 61 17 0 10 7 4 9 5 10 3 0 1 2 0 3 3 0 1 1 1 4 0 16 26
8 52 177 100 908 409 499 57 167 79 36 6 2 5 10 4 6 3 5 0 4 0 2 0 3 2 0 0 0 0 0 0 17 1
8 52 177 101 1.311 661 650 90 255 116 64 29 4 15 6 2 4 6 9 8 0 1 1 1 1 2 0 0 1 1 0 0 39 6
8 52 177 102 901 426 475 56 142 100 43 0 1 11 3 1 1 3 2 6 1 1 1 3 2 0 11 0 0 2 0 0 26 10
8 53 178 103 1.031 324 707 41 136 52 30 19 3 9 2 0 7 1 1 3 0 1 0 2 0 0 0 0 1 0 0 0 13 3
8 53 178 104 913 347 566 41 110 94 26 12 1 6 2 0 8 4 2 2 0 0 0 1 0 3 0 0 1 1 0 0 23 10
8 53 178 105 1.075 482 593 65 180 98 55 22 0 5 3 4 6 4 3 9 2 1 1 1 0 1 3 1 1 2 0 0 10 5
8 53 178 106 978 337 641 39 144 64 27 11 3 7 4 1 7 1 2 2 1 1 2 0 2 2 1 3 0 1 0 0 9 3
8 53 178 107 1.309 437 872 56 161 101 33 14 3 6 4 2 6 7 6 6 0 2 2 1 0 1 0 0 0 4 1 0 17 4
8 54 179 108 816 247 569 25 73 68 32 5 0 8 1 0 0 6 2 3 1 0 1 1 0 0 0 1 1 2 0 2 8 7
8 54 179 109 753 190 563 15 92 38 20 2 0 3 0 2 1 0 0 0 1 2 0 0 1 2 0 1 0 0 0 0 8 2
8 55 180 110 995 328 667 22 140 83 20 1 1 11 1 1 5 3 0 2 1 3 2 1 1 0 2 0 2 1 1 0 16 8
8 55 180 111 928 410 518 21 192 98 34 0 0 14 2 3 6 0 0 5 1 0 1 0 0 2 3 0 4 1 2 0 16 5
8 55 180 112 933 437 496 38 198 88 36 14 1 16 3 0 1 3 4 2 0 2 2 0 1 0 0 1 1 3 0 0 15 8
8 55 180 113 1.000 420 580 65 157 84 32 13 0 5 0 0 10 0 7 6 0 1 0 1 0 0 0 1 0 1 2 0 22 13
8 55 180 114 1.158 503 655 53 200 110 47 5 6 10 3 2 17 3 2 5 1 2 1 0 0 0 0 0 2 1 0 0 28 5
8 55 180 115 944 446 498 41 193 85 45 9 3 16 4 0 10 5 3 7 1 0 0 1 0 0 1 1 0 1 0 0 15 5
8 56 181 116 946 377 569 32 140 69 46 10 11 11 4 0 7 1 3 15 0 1 1 0 0 0 1 1 0 0 0 0 20 4
9 57 182 1 1.245 448 797 44 216 84 34 11 2 7 4 0 5 4 3 7 0 0 0 0 2 3 0 0 0 0 0 1 16 5
9 57 182 2 1.127 471 656 36 197 104 48 9 0 13 3 1 2 6 9 7 1 0 3 0 2 1 0 0 0 0 1 0 14 14
9 57 182 3 1.243 541 702 56 224 98 44 14 5 9 15 3 10 3 9 5 25 0 1 1 0 0 0 0 1 1 0 0 13 4
9 57 182 4 1.026 444 582 43 196 87 32 8 7 8 5 0 4 5 5 4 0 2 1 0 3 1 0 0 1 0 0 0 21 11
9 57 182 5 999 458 541 83 162 94 43 10 2 16 2 1 4 4 3 6 0 0 0 0 1 1 0 0 1 0 0 0 20 5
9 58 183 6 902 315 587 42 156 48 14 5 2 11 3 0 4 2 1 9 0 0 1 0 1 1 1 1 0 0 0 0 9 4
9 58 183 7 901 329 572 27 145 63 27 13 2 6 2 1 1 1 6 8 1 1 2 0 1 1 3 0 0 0 0 0 15 3
9 59 184 8 1.137 635 502 162 143 89 84 17 9 30 8 5 10 7 3 4 1 2 0 0 1 0 0 2 1 0 0 0 45 12
9 59 184 9 1.025 509 516 80 196 96 35 20 5 11 4 1 4 3 5 4 1 0 0 0 0 0 1 0 2 0 0 0 28 13
9 59 185 10 1.328 649 679 88 293 116 76 21 2 9 5 1 2 2 4 4 0 0 1 3 2 0 1 0 0 3 0 0 9 7
9 59 185 11 754 254 500 26 127 33 22 14 2 10 0 1 2 1 0 2 0 1 2 0 0 0 0 0 0 0 0 0 8 3
9 59 185 12 842 349 493 50 172 60 32 6 3 1 3 0 3 2 2 3 2 0 0 0 0 1 1 0 1 0 0 0 5 2
9 59 185 13 1.219 525 694 66 222 103 43 9 2 6 2 0 8 1 3 13 0 1 0 2 3 0 0 1 0 0 0 0 31 9
9 59 185 14 1.153 511 642 63 216 89 48 19 3 15 2 1 2 4 3 2 1 0 0 0 3 2 0 1 0 1 0 0 24 12
9 59 185 15 1.197 559 638 45 224 105 44 29 3 18 9 0 9 7 6 3 3 4 1 1 0 2 0 3 1 0 0 0 38 4
9 60 186 16 1.146 673 473 115 218 89 86 44 12 17 7 3 3 7 0 2 0 0 2 1 1 1 0 1 1 0 0 1 37 25
9 60 186 17 1.084 536 548 136 120 65 71 41 10 18 7 4 9 4 8 2 1 0 1 3 1 0 0 0 0 1 0 0 25 9
9 60 186 18 1.192 638 554 121 205 87 83 30 8 14 10 5 4 0 10 3 1 0 5 1 1 2 0 2 1 0 0 0 34 11
9 60 186 19 1.846 964 882 156 292 138 125 59 17 24 22 11 9 5 11 14 3 2 2 3 3 0 0 0 0 0 1 0 42 25
9 60 186 20 969 586 383 155 143 78 67 44 20 10 3 4 5 4 1 1 1 5 0 0 0 0 0 1 1 0 0 0 37 6
9 60 186 21 1.095 660 435 200 141 83 66 35 13 10 15 14 9 0 9 5 1 2 1 0 1 3 2 4 0 0 0 0 37 9
9 60 186 22 990 577 413 181 128 67 57 41 16 4 9 13 5 6 3 3 1 2 3 1 2 0 0 1 0 1 0 1 24 8
9 60 186 23 930 572 358 138 140 54 71 48 24 3 5 10 6 6 7 5 0 0 2 2 0 4 1 1 0 0 0 0 30 15
9 60 187 24 939 558 381 139 138 65 76 34 17 8 13 4 3 5 4 7 0 1 2 1 0 0 2 0 2 0 1 0 22 14
9 60 187 25 913 538 375 130 127 68 79 37 11 7 7 7 3 1 5 7 4 1 4 4 1 2 0 1 0 0 0 0 20 12
9 60 187 26 1.215 667 548 107 169 124 63 40 23 21 19 11 10 3 6 10 1 0 3 0 0 0 0 0 0 0 0 0 46 11
9 60 187 27 1.113 600 513 77 178 122 63 33 8 17 7 3 10 5 8 7 5 3 5 0 0 0 2 1 0 0 0 0 33 13
9 60 188 28 1.130 650 480 109 164 118 77 29 16 28 10 4 11 3 4 3 1 4 0 2 2 0 0 0 3 1 0 0 51 10
9 60 188 29 981 515 466 100 114 112 41 29 4 7 15 4 7 1 6 10 0 0 1 1 4 1 3 2 0 1 0 1 39 12
9 60 188 30 1.110 634 476 116 168 127 81 33 6 13 8 4 6 4 1 4 2 2 0 0 0 1 0 0 0 0 0 0 51 7
9 60 188 31 859 503 356 82 149 75 58 36 0 0 3 17 4 1 6 0 3 2 8 0 5 1 2 0 7 0 0 0 34 10
9 60 189 32 1.056 473 583 70 128 102 55 20 9 19 7 5 4 6 4 9 0 1 0 0 1 0 1 0 0 0 0 0 27 5
9 60 189 33 2.348 1.104 1.244 170 369 202 105 45 13 39 14 7 5 5 13 13 6 6 3 3 2 3 4 1 0 1 0 0 62 13
9 60 190 34 1.148 603 545 92 188 133 69 27 6 10 12 3 4 0 3 8 1 1 1 1 1 0 0 2 0 0 0 0 32 9
9 60 190 35 1.219 641 578 99 215 98 78 42 8 16 6 6 5 4 3 1 2 1 0 2 0 2 0 0 0 0 0 0 42 11
9 60 190 36 1.205 675 530 97 191 156 82 25 5 15 13 5 7 3 5 5 1 2 2 2 1 0 3 0 0 0 0 0 36 19
9 60 190 37 1.135 556 579 65 200 127 40 22 10 9 15 3 4 5 1 3 2 2 1 2 4 0 0 1 1 0 0 0 30 9
9 60 190 38 1.218 696 522 135 201 128 61 42 12 11 17 2 7 8 4 1 2 2 1 3 0 1 0 1 0 1 0 0 42 14
9 60 190 39 1.225 647 578 135 171 101 91 33 11 17 9 5 6 5 4 5 2 2 0 1 1 1 2 0 1 2 0 0 35 7
9 60 191 40 1.156 589 567 155 146 62 65 45 12 8 12 8 3 11 8 3 0 3 1 2 3 0 0 1 1 3 0 0 25 12
9 60 191 41 1.113 592 521 156 143 61 73 46 26 10 6 13 5 2 7 2 0 0 4 2 1 0 2 0 0 0 0 0 25 8
9 60 191 42 1.031 595 436 137 127 63 81 49 24 3 11 9 6 4 15 5 2 0 0 0 1 0 0 0 0 1 0 1 36 20
9 60 191 43 1.081 561 520 134 152 82 46 34 16 7 12 10 5 6 4 2 1 4 0 0 2 0 0 0 0 0 1 0 23 20
9 60 191 44 1.192 628 564 146 130 60 81 55 27 9 11 9 6 8 6 7 1 0 3 1 0 5 4 1 1 0 0 0 40 17
9 60 191 45 1.089 528 561 114 121 81 63 44 11 8 4 8 5 2 2 3 7 0 3 3 0 0 0 0 1 2 0 0 31 15
9 60 192 46 1.064 575 489 117 138 51 79 56 18 1 20 11 9 5 7 4 3 3 2 2 3 0 0 1 0 0 0 0 26 19
9 60 192 47 1.174 665 509 208 105 55 100 64 23 5 13 6 8 4 8 3 5 2 3 5 0 0 0 2 0 0 0 0 31 15
9 60 192 48 1.057 572 485 131 152 67 56 42 15 17 7 9 8 4 1 4 1 1 0 2 0 1 3 0 3 0 0 0 29 19
9 60 192 49 1.005 557 448 141 131 99 75 31 11 16 2 3 8 3 8 3 1 0 0 0 3 1 0 0 1 0 0 0 18 2
9 60 192 50 1.259 760 499 176 202 89 104 54 18 9 9 8 8 7 6 5 3 1 2 1 3 3 0 0 0 1 0 0 38 13
9 60 192 51 950 521 429 151 122 68 47 30 10 10 12 9 6 3 4 6 0 0 2 1 0 0 0 0 0 0 1 0 27 12
9 60 192 52 930 494 436 118 120 63 64 24 9 7 10 17 8 2 3 8 0 0 1 0 0 0 1 0 0 0 0 1 28 10
9 60 192 53 1.175 655 520 204 122 103 56 45 16 18 11 8 9 4 4 2 1 2 0 1 1 0 0 0 1 0 0 0 34 13
9 60 192 54 915 479 436 161 104 55 66 29 14 7 4 4 1 3 2 3 0 0 2 0 1 0 1 0 0 0 0 0 20 2
9 61 193 55 2.324 1.182 1.142 293 311 138 140 87 22 16 18 19 9 10 14 6 1 5 4 1 4 1 0 2 0 0 0 0 61 20
9 61 193 56 996 556 440 74 180 132 53 16 12 12 16 6 3 4 2 1 0 1 2 0 1 0 0 0 2 0 0 2 30 7
9 61 193 57 1.172 624 548 151 167 105 63 38 14 9 1 11 3 5 7 2 3 1 1 0 3 1 1 0 0 0 0 1 27 10
9 61 193 58 1.001 537 464 105 138 70 86 32 14 7 6 10 4 2 5 3 1 0 3 0 1 1 0 0 2 0 0 0 33 14
9 61 193 59 1.041 603 438 100 171 120 59 35 10 14 4 7 4 4 8 4 2 10 0 0 1 0 0 1 1 0 0 0 33 15
9 61 193 60 1.016 537 479 93 154 109 53 28 13 14 9 3 6 3 5 3 1 1 2 1 0 1 1 0 4 0 0 0 19 14
9 61 194 61 1.261 660 601 112 206 116 79 34 8 11 9 13 6 2 5 6 0 0 4 0 1 2 1 1 0 0 0 0 39 5
9 61 194 62 785 424 361 65 117 74 43 30 11 17 5 11 2 2 3 0 1 1 2 2 0 0 1 0 0 0 0 0 22 15
9 61 195 63 916 462 454 73 151 65 48 30 8 12 8 5 5 4 1 0 2 0 3 3 1 0 1 0 0 0 0 0 36 6
9 61 195 64 1.010 592 418 103 185 112 65 34 7 12 7 10 7 2 7 2 0 2 2 1 3 3 1 2 2 0 0 1 18 4
9 61 195 65 1.560 896 664 179 261 181 82 45 19 19 13 4 9 3 4 5 1 3 2 3 1 0 4 0 0 1 1 0 34 22
9 61 195 66 1.021 604 417 106 155 120 66 42 6 8 14 11 7 5 2 3 0 2 1 0 1 0 1 0 2 0 0 0 34 18
9 61 195 67 1.082 572 510 117 177 105 69 28 5 15 6 2 2 1 2 1 1 0 0 0 1 0 0 1 0 0 0 2 21 16
9 61 196 68 1.224 653 571 158 190 128 55 19 7 13 14 3 10 5 1 4 0 3 0 0 1 0 0 0 0 1 0 0 29 12
9 61 196 69 753 414 339 82 106 84 41 19 5 8 6 5 6 0 2 2 1 0 0 1 0 2 2 0 1 0 0 0 36 5
9 61 196 70 1.300 661 639 101 196 164 74 24 6 14 8 5 7 3 8 4 0 3 2 0 0 0 1 2 0 0 0 0 28 11
9 61 196 71 1.377 723 654 150 177 164 62 44 7 24 13 12 9 7 5 8 2 3 5 1 3 0 1 0 0 0 1 0 21 4
9 61 196 72 1.019 504 515 62 156 106 69 33 2 16 6 3 7 4 2 4 2 0 1 2 0 2 0 0 0 1 0 0 18 8
9 61 196 73 1.270 732 538 109 224 164 79 29 5 20 10 3 9 9 6 3 0 0 2 3 2 3 0 0 0 1 0 0 35 16
9 62 197 74 1.249 685 564 144 177 99 92 40 16 15 11 14 3 4 6 1 4 3 1 0 0 0 0 0 0 0 1 0 44 10
9 62 197 75 1.110 637 473 127 184 99 86 42 9 14 6 6 4 4 6 2 0 2 0 0 1 1 0 0 0 0 0 0 22 22
9 62 197 76 1.096 613 483 147 178 85 51 31 9 8 12 9 7 4 4 5 3 0 1 0 2 3 0 0 1 0 0 0 32 21
9 62 197 77 1.183 657 526 174 170 94 66 43 11 7 8 7 4 6 2 6 1 0 2 0 2 1 1 3 1 1 0 0 31 16
9 62 198 78 1.026 576 450 166 122 70 70 42 25 9 6 8 3 7 4 3 2 0 1 0 0 0 0 0 0 0 1 0 25 12
9 62 198 79 1.206 662 544 184 149 101 74 30 12 8 8 14 8 13 4 7 3 0 1 5 1 1 0 0 0 0 0 0 25 14
9 62 198 80 1.030 570 460 140 137 74 83 21 13 10 9 13 1 2 5 5 4 1 1 2 4 1 0 1 1 1 0 0 35 6
9 62 198 81 1.287 659 628 141 185 97 75 45 10 4 11 14 9 5 8 3 1 0 1 1 1 2 0 2 0 0 0 0 38 6
9 62 198 82 1.328 703 625 171 153 79 95 53 12 21 20 10 10 5 4 3 3 1 0 2 3 1 1 0 0 0 1 0 37 18
9 63 199 83 1.264 613 651 152 116 107 81 35 8 15 14 10 7 2 6 3 0 0 2 2 0 0 1 2 0 0 0 0 33 17
9 63 199 84 1.271 702 569 231 112 97 83 46 12 12 10 11 4 6 4 2 2 0 2 0 0 0 0 1 0 2 0 0 49 16
9 63 199 85 1.255 681 574 201 159 93 68 46 2 7 19 5 4 4 10 2 3 0 1 3 0 1 3 0 0 0 0 0 36 14
9 63 199 86 1.005 515 490 143 111 57 50 32 12 8 11 13 11 6 4 3 1 3 1 2 0 0 1 1 0 0 0 0 33 12
9 63 199 87 972 584 388 168 119 111 48 41 3 8 11 5 8 4 4 1 0 1 2 0 0 0 0 0 0 0 0 0 30 20
9 63 199 88 1.286 752 534 205 164 130 63 53 14 13 12 8 10 11 4 8 1 3 1 0 3 1 0 4 0 0 1 0 30 13
9 63 199 89 1.126 674 452 195 179 105 56 32 11 11 12 10 2 6 2 4 2 0 0 0 0 0 1 0 0 1 0 0 30 15
9 63 200 90 1.186 651 535 143 190 107 53 34 12 13 7 17 10 8 6 8 3 2 2 1 2 0 2 0 0 0 0 0 22 9
9 63 200 91 1.427 804 623 178 233 149 70 38 9 14 8 7 10 13 5 2 0 1 2 2 0 4 0 0 2 1 0 2 41 13
9 63 200 92 1.518 819 699 198 245 118 66 35 10 21 6 10 10 5 9 6 8 3 2 4 1 2 4 2 0 0 0 0 44 10
9 63 200 93 1.067 595 472 128 161 108 50 38 6 20 11 5 4 3 3 4 0 2 5 0 2 1 0 1 0 1 0 0 25 17
9 63 200 94 1.453 795 658 219 187 132 72 44 19 17 9 4 10 5 5 10 1 2 2 1 0 0 0 0 1 1 0 0 39 15
9 63 200 95 1.534 851 683 241 192 113 97 55 15 12 11 14 12 7 15 6 4 1 2 3 0 0 0 1 0 0 0 0 28 22
10 64 201 1 1.155 572 583 144 138 75 54 46 10 6 17 11 5 6 9 8 1 0 1 0 2 0 0 1 0 0 0 0 28 10
10 64 201 2 1.310 644 666 172 101 94 89 51 14 17 9 15 4 10 6 6 2 0 3 1 0 0 0 0 1 0 0 0 35 14
10 64 201 3 1.061 566 495 148 130 81 65 43 0 5 15 11 5 5 4 1 1 0 1 1 0 1 1 0 0 0 0 1 37 10
10 64 201 4 1.085 632 453 134 143 115 68 50 11 8 8 10 11 11 6 1 3 3 4 0 1 0 2 0 0 0 0 0 29 14
10 64 201 5 1.247 680 567 168 188 90 72 43 13 11 12 2 4 4 9 3 1 1 2 4 1 1 0 0 0 1 0 0 32 18
10 64 202 6 1.302 732 570 214 165 113 71 49 17 10 15 12 10 4 3 5 1 0 0 1 1 0 3 1 0 0 0 0 31 6
10 64 202 7 1.106 684 422 237 117 82 59 44 21 12 15 10 7 5 4 2 4 4 1 2 1 0 0 1 0 0 0 0 37 19
10 64 202 8 1.264 725 539 192 175 100 73 45 17 12 11 12 9 5 8 2 3 5 0 1 2 0 1 0 0 0 2 0 28 22
10 64 202 9 1.260 640 620 191 154 83 74 35 13 12 10 8 8 0 5 2 0 2 2 1 1 0 0 0 0 0 0 0 31 8
10 64 202 10 1.304 675 629 198 141 78 84 52 15 10 9 8 12 5 2 5 0 0 0 3 1 0 0 1 0 0 0 0 34 17
10 64 202 11 971 509 462 152 110 75 48 27 12 5 10 9 7 1 7 1 2 0 1 0 1 0 0 1 0 0 1 0 29 10
10 64 203 12 1.388 801 587 211 167 101 92 55 28 8 16 13 16 6 2 6 1 4 3 0 2 0 0 0 0 0 0 0 55 15
10 64 203 13 1.053 589 464 172 112 72 95 54 0 4 14 7 4 6 3 3 7 1 0 0 0 1 0 0 0 1 0 0 25 8
10 64 203 14 1.039 553 486 161 118 56 76 41 19 9 9 8 5 3 5 5 0 4 1 0 1 2 0 0 0 0 0 0 24 6
10 64 203 15 1.340 696 644 206 167 88 39 53 14 9 11 8 6 10 8 7 2 0 3 0 2 2 1 0 0 1 0 0 44 15
10 64 203 16 971 500 471 146 110 76 45 45 12 8 6 0 5 2 3 0 2 3 2 0 1 2 0 0 0 0 6 0 18 8
10 64 203 17 1.266 661 605 200 134 95 72 44 17 10 11 8 6 5 5 6 1 0 6 0 0 1 3 0 0 0 0 1 33 3
10 64 203 18 974 468 506 140 100 51 46 44 10 15 6 5 2 8 2 2 3 3 1 1 1 1 2 0 0 0 1 0 16 8
10 64 204 19 1.256 707 549 230 150 75 83 39 17 9 16 14 7 5 10 1 0 1 2 0 1 0 0 1 1 0 0 2 35 8
10 64 204 20 1.136 613 523 140 154 99 65 37 12 15 10 8 6 10 5 3 0 3 0 1 3 0 4 0 0 0 0 0 30 8
10 64 204 21 999 540 459 148 131 80 56 31 12 1 16 7 2 7 2 0 3 1 0 4 0 1 1 0 0 0 0 0 26 11
10 64 204 22 959 528 431 143 133 57 54 48 10 8 7 5 4 2 2 2 1 3 3 0 0 0 0 5 0 0 0 0 34 7
10 64 204 23 1.105 599 506 180 135 61 46 53 13 5 9 12 11 2 11 2 4 2 5 0 0 4 0 0 0 1 1 0 30 12
10 64 204 24 1.026 560 466 155 108 43 78 62 18 7 15 10 6 4 5 2 1 2 1 0 2 1 0 1 0 0 0 0 22 17
10 64 204 25 990 535 455 149 125 76 58 53 6 12 5 6 1 4 7 3 1 1 1 1 0 1 0 0 0 0 0 0 19 6
10 65 205 26 1.074 561 513 129 124 67 68 43 16 12 12 11 5 3 4 1 3 1 0 0 2 0 0 1 2 0 0 0 46 11
10 65 205 27 1.194 635 559 153 163 105 70 22 10 17 8 6 6 6 2 3 1 3 3 2 0 3 0 0 0 0 1 2 31 18
10 65 205 28 1.302 703 599 200 140 120 78 31 17 11 10 9 5 8 4 3 0 2 2 1 0 4 0 0 5 0 0 1 41 11
10 65 205 29 1.122 590 532 142 143 87 62 47 14 6 14 2 6 3 1 5 5 1 1 0 0 0 1 3 2 1 1 1 35 7
10 65 205 30 1.365 750 615 159 198 133 84 46 18 14 7 15 7 4 4 3 2 1 3 2 0 1 1 0 0 0 0 0 30 18
10 65 205 31 1.156 647 509 157 142 93 71 57 8 21 13 9 4 3 2 6 3 1 2 0 0 0 0 2 0 0 1 0 38 14
10 65 206 32 1.066 589 477 125 135 51 98 41 27 15 12 6 9 9 3 7 2 0 0 5 3 1 0 0 2 0 0 0 31 7
10 65 206 33 781 456 325 89 146 49 46 27 7 11 7 5 3 0 5 3 2 1 1 0 1 0 0 0 0 0 0 1 41 11
10 65 206 34 1.409 790 619 146 225 187 78 33 14 16 5 2 7 0 10 3 1 0 1 0 1 1 0 2 1 0 0 0 45 12
10 65 206 35 1.505 773 732 181 190 136 64 29 17 23 18 5 7 7 7 5 0 1 1 1 5 2 2 2 0 0 0 0 52 18
10 65 206 36 987 562 425 118 135 70 75 32 20 15 12 8 9 4 3 3 0 4 0 2 0 1 1 1 0 0 0 2 43 4
10 65 206 37 2.294 1.134 1.160 193 283 215 133 81 23 19 21 11 13 9 14 16 4 3 3 0 2 2 1 2 0 1 0 0 52 33
10 65 207 38 1.203 627 576 143 135 58 74 42 31 17 23 19 7 7 2 3 1 0 5 0 1 0 1 0 1 0 0 0 39 18
10 65 207 39 1.136 567 569 152 106 71 71 40 15 10 14 0 4 10 6 6 6 1 0 0 0 2 0 2 0 0 4 1 35 11
10 65 207 40 1.288 701 587 197 133 104 69 54 24 14 11 7 12 1 6 3 3 2 7 0 0 3 0 0 1 1 0 0 36 13
10 65 207 41 1.144 584 560 191 122 84 54 44 12 7 6 10 2 0 6 3 0 0 4 2 0 0 0 0 0 1 0 0 29 7
10 66 208 42 1.017 412 605 96 98 54 62 25 8 10 8 1 4 1 8 6 3 4 1 0 1 1 0 5 1 0 0 0 15 0
10 66 208 43 977 432 545 91 113 48 60 32 4 4 9 9 9 3 2 2 5 0 1 2 1 0 0 2 1 0 0 2 22 10
10 66 209 44 1.149 582 567 141 115 117 65 43 4 12 9 10 2 5 5 6 3 0 2 0 0 1 0 1 1 0 0 1 24 15
10 66 209 45 938 574 364 142 99 95 84 41 6 12 11 4 12 9 4 5 2 1 2 1 0 1 0 0 3 0 0 0 25 15
10 66 209 46 1.019 592 427 136 112 110 71 33 15 19 14 6 7 6 0 2 1 3 3 1 0 0 1 0 0 1 0 2 29 20
10 66 209 47 1.350 766 584 212 137 102 98 55 15 24 17 17 10 3 1 2 4 3 1 1 0 2 2 0 0 1 0 0 40 19
10 66 209 48 1.136 646 490 139 143 128 83 29 10 14 12 12 12 5 1 2 2 0 3 0 1 2 1 2 1 0 0 0 34 10
10 66 209 49 998 563 435 137 125 105 63 38 10 13 10 4 7 5 1 2 2 1 0 0 0 0 0 1 0 1 1 0 28 9
10 66 209 50 1.248 702 546 149 172 116 76 45 9 25 15 9 8 13 11 8 0 1 0 2 2 1 1 0 0 0 0 0 23 16
