Dte. Barri AEB SC Electors Votants Abstenció CiU PSC-PM PP ICV-EUiA-E UpB-ERCRiDC CUP-AxB C's Eb-CenB SI EV-GVE PIRATA.CAT PACMA PxC PUM+J UPyD PDLPEA L.B.B. PCPC P.A.T.O. PRE-IR PH PFiV FE-JONS SAIn U.C.E. Blancs Nuls
BARCELONA    1.163.594 616.537 547.057 174.122 134.193 104.475 62.979 33.900 11.833 11.742 10.115 6.823 6.128 4.675 4.308 3.405 1.593 1.463 1.382 1.189 979 954 710 624 533 349 246 219 27.107 10.491
4 19 84 35 1.156 693 463 249 126 106 55 28 16 12 16 7 6 7 8 0 0 1 2 1 0 1 0 0 0 0 0 1 36 15
4 20 85 36 1.290 745 545 251 160 142 54 40 14 10 2 7 7 4 3 1 0 2 1 1 0 0 1 0 0 0 0 0 32 13
4 20 85 37 1.680 1.008 672 348 184 180 79 76 19 14 12 11 8 7 5 2 1 1 0 0 0 1 3 3 0 0 0 0 41 13
4 20 85 38 1.020 565 455 167 130 118 37 35 6 11 3 9 2 4 4 2 0 1 1 0 0 1 0 0 0 0 0 0 24 10
4 20 85 39 865 434 431 125 88 72 40 31 8 13 11 9 4 8 4 1 0 1 0 1 0 0 0 0 0 0 2 0 11 5
4 20 85 40 1.087 528 559 134 119 95 51 32 5 12 4 3 5 4 5 6 1 6 2 1 0 0 1 3 0 1 0 0 25 13
4 20 85 41 988 544 444 118 141 98 59 22 9 15 10 1 7 8 1 3 3 0 0 2 2 0 0 0 0 0 0 0 34 11
4 20 85 42 1.379 793 586 157 219 203 66 22 12 20 7 6 5 9 6 8 0 1 1 2 3 0 2 2 1 1 0 0 30 10
4 20 86 43 1.369 797 572 262 145 174 75 15 6 22 15 9 11 1 3 3 0 0 3 3 1 0 4 0 0 1 0 2 41 1
4 20 86 44 1.269 654 615 172 127 125 86 34 14 16 12 7 9 6 1 10 1 1 1 0 0 0 0 1 0 0 0 0 21 10
4 20 86 45 1.078 619 459 127 183 153 42 34 5 11 5 1 1 2 3 5 1 2 1 0 0 2 1 0 0 0 0 0 29 11
4 20 86 46 2.002 1.235 767 469 156 323 75 33 15 20 17 15 10 6 3 4 3 2 4 1 0 1 0 2 0 0 0 0 59 17
4 20 86 47 1.277 759 518 225 152 181 52 40 9 8 7 8 4 3 4 10 1 4 3 0 1 1 0 1 0 0 0 0 35 10
4 20 87 48 2.274 1.449 825 621 193 315 61 66 20 31 14 10 11 11 9 6 1 2 3 1 0 0 0 0 1 1 0 0 55 17
4 20 87 49 867 497 370 194 56 146 29 10 2 13 6 2 3 1 1 1 1 3 0 0 0 0 0 0 1 0 0 0 24 4
4 21 88 50 1.517 973 544 488 53 329 14 20 1 16 8 3 0 2 3 1 1 1 0 1 0 0 0 0 3 1 0 1 25 2
4 21 88 51 1.211 700 511 351 72 153 30 28 1 11 5 4 7 4 5 0 0 1 0 0 0 2 3 1 3 0 0 0 13 6
4 21 88 52 1.582 1.031 551 530 43 370 10 18 3 12 6 3 3 5 3 1 0 1 0 0 0 1 0 0 1 0 1 2 8 10
4 21 89 53 1.029 531 498 206 51 183 23 19 0 0 1 12 3 1 2 0 0 0 2 1 0 0 4 0 0 0 0 0 18 5
4 21 89 54 818 554 264 287 32 154 17 14 0 8 2 8 4 3 1 0 0 0 0 0 2 0 3 0 0 1 0 0 14 4
4 21 90 55 1.065 688 377 345 28 253 2 12 1 18 0 2 3 1 0 3 0 1 0 0 1 0 1 1 2 0 0 0 11 3
4 21 90 56 1.163 708 455 350 47 217 21 12 5 11 7 6 0 4 1 2 0 0 0 0 0 1 0 0 3 0 0 0 17 4
5 22 91 1 1.028 536 492 121 112 65 80 41 13 14 16 9 14 8 4 1 1 0 1 1 0 2 1 1 0 0 0 0 25 6
5 22 92 2 1.121 629 492 269 95 68 61 45 8 4 9 8 7 7 5 0 3 0 0 1 0 0 2 1 0 1 0 0 26 9
5 22 92 3 938 529 409 244 51 52 67 26 10 8 18 14 6 2 1 0 2 0 0 0 1 0 0 0 1 0 0 0 19 7
5 23 93 4 747 465 282 237 35 115 21 8 7 9 3 1 3 4 3 1 1 0 1 0 0 0 0 0 1 0 0 0 14 1
5 23 93 5 766 396 370 185 52 59 29 15 4 10 5 6 3 4 0 0 0 1 0 1 0 0 1 0 0 0 0 0 10 11
5 23 94 6 1.168 750 418 450 36 201 9 9 4 5 5 5 2 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 15 4
5 23 95 7 1.144 741 403 377 82 93 49 37 23 10 22 9 4 1 1 0 0 1 0 1 1 0 0 0 0 0 0 0 22 8
5 23 95 8 1.112 711 401 365 61 142 44 23 15 6 13 5 1 2 0 1 0 0 0 0 1 1 0 1 2 0 0 0 23 5
5 23 95 9 1.195 782 413 399 82 128 35 19 10 6 24 10 6 4 4 1 3 2 1 2 0 2 0 2 2 0 0 0 30 10
5 23 95 10 1.118 712 406 354 78 100 47 35 15 9 5 10 2 3 0 0 1 2 0 0 1 0 0 0 0 2 0 0 38 10
5 23 95 11 1.055 651 404 295 72 94 62 21 12 12 15 13 5 2 3 0 0 2 0 1 0 0 0 0 0 0 0 0 32 10
5 23 95 12 1.004 582 422 252 64 87 49 40 17 9 8 11 1 4 4 0 0 2 0 0 0 0 0 2 2 2 0 0 18 10
5 23 95 13 1.180 743 437 314 100 103 61 45 19 13 12 8 10 4 4 2 0 1 2 1 1 2 0 0 1 0 0 0 23 17
5 23 96 14 1.168 706 462 308 79 140 52 40 8 8 18 4 6 4 1 0 2 1 3 0 0 2 0 1 1 0 0 0 22 6
5 23 96 15 1.057 647 410 321 64 120 25 34 7 9 11 13 5 2 3 0 0 1 1 1 0 1 0 0 1 0 0 0 25 3
5 23 96 16 1.265 726 539 290 88 176 30 34 10 22 10 12 8 4 0 1 0 3 1 0 1 0 0 0 2 0 0 0 25 9
5 23 96 17 1.105 734 371 347 65 225 24 5 2 13 5 3 3 5 1 0 1 1 0 0 0 1 0 0 0 1 0 0 21 11
5 23 96 18 948 592 356 255 69 144 33 20 2 11 5 4 1 2 4 4 0 3 2 2 0 0 0 0 1 0 0 0 18 12
5 23 96 19 1.218 822 396 409 61 203 28 20 11 14 2 6 1 2 3 3 0 0 1 0 0 0 0 0 3 1 0 0 45 9
5 24 97 20 809 491 318 241 36 136 18 14 1 14 4 8 0 3 1 0 0 1 0 0 0 0 0 0 0 0 0 0 12 2
5 24 97 21 774 495 279 255 43 139 6 12 1 7 8 4 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 13 3
5 24 98 22 1.279 796 483 440 56 196 16 27 6 10 2 2 4 1 5 3 1 1 1 0 0 3 0 0 1 0 0 0 15 6
5 24 98 23 1.095 648 447 320 65 135 35 18 5 14 2 5 2 1 3 2 2 1 0 1 0 3 0 0 0 0 0 0 25 9
5 24 98 24 1.372 903 469 481 61 263 20 19 4 7 7 6 2 2 2 0 1 1 0 0 0 0 0 0 3 0 0 0 20 4
5 24 99 25 965 631 334 321 34 196 12 12 6 6 6 1 1 0 3 0 0 2 1 0 1 0 0 0 0 1 1 0 19 8
5 24 99 26 1.017 691 326 349 48 181 10 5 3 2 60 0 1 0 1 0 1 0 0 0 5 0 0 0 1 1 0 0 15 8
5 24 99 27 970 663 307 328 26 223 19 13 2 6 4 0 4 1 2 3 3 2 0 0 0 0 0 0 0 0 0 0 17 10
5 24 99 28 1.053 692 361 356 46 187 23 17 11 10 5 2 6 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 22 3
5 24 99 29 1.109 735 374 392 36 244 10 6 0 16 5 3 2 3 0 0 0 1 0 1 0 0 0 0 3 0 0 0 10 3
5 24 99 30 1.031 719 312 391 32 211 16 8 7 10 2 5 2 3 1 3 0 1 0 0 0 0 0 0 0 0 0 0 25 2
5 25 100 31 1.152 706 446 372 40 214 15 7 3 12 9 2 1 2 3 2 0 1 1 0 0 0 0 1 0 0 0 1 17 3
5 25 100 32 1.169 687 482 375 52 155 22 21 5 11 9 0 3 1 1 2 0 0 1 0 0 0 0 0 1 0 5 0 16 7
5 25 101 33 980 589 391 236 102 99 58 21 6 11 8 12 5 4 1 0 1 1 0 0 0 0 1 1 0 0 0 0 19 3
5 25 101 34 878 535 343 212 67 115 36 24 7 10 19 8 4 3 0 0 4 0 1 0 0 0 0 1 0 0 0 0 15 9
5 25 102 35 899 563 336 325 35 143 13 6 1 11 4 4 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 17 1
5 25 102 36 1.229 788 441 404 67 211 23 9 7 17 8 0 3 5 1 0 1 0 1 0 0 0 0 0 0 0 0 1 23 7
5 25 102 37 1.000 596 404 283 64 123 27 12 6 20 10 7 3 4 1 2 1 3 0 0 1 0 0 0 0 0 0 0 23 6
5 25 102 38 924 511 413 244 52 117 19 17 9 7 8 2 1 3 2 3 0 2 0 0 0 0 1 0 1 0 0 0 20 3
5 25 102 39 1.187 768 419 414 64 154 29 25 3 15 11 8 5 0 2 1 2 0 0 1 0 0 2 2 0 0 1 0 23 6
5 25 102 40 999 600 399 295 61 116 21 19 7 20 8 2 4 3 4 0 2 0 0 0 0 0 0 0 0 0 0 0 34 4
5 25 102 41 1.078 668 410 326 59 156 33 21 9 20 8 3 3 0 0 1 2 0 0 0 0 1 0 0 0 0 0 1 19 6
5 25 103 42 958 607 351 268 66 147 24 23 6 17 7 2 1 1 2 3 0 4 0 0 0 1 0 0 0 1 1 1 22 10
5 25 103 43 1.007 598 409 295 56 113 26 15 12 8 13 9 4 0 4 1 0 0 5 1 0 0 0 0 0 1 0 0 26 9
5 25 103 44 939 539 400 223 53 142 34 7 10 14 11 1 1 4 6 1 1 1 0 0 0 1 0 0 1 0 0 0 21 7
5 25 103 45 1.138 686 452 373 48 169 17 10 3 9 10 5 2 5 1 0 1 0 0 0 0 1 0 1 3 0 0 0 22 6
5 25 103 46 911 619 292 347 25 168 11 5 3 11 0 8 0 2 0 1 0 0 1 0 0 0 0 0 1 0 0 0 32 4
5 25 103 47 914 615 299 331 31 170 12 18 7 13 7 5 4 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 11 2
5 25 103 48 935 580 355 308 27 186 14 3 4 10 1 0 1 3 1 0 0 1 0 0 0 1 0 0 1 0 0 0 14 5
5 26 104 49 1.157 755 402 384 42 242 11 22 0 13 6 4 4 2 0 0 0 0 0 0 0 1 5 0 0 0 0 0 15 4
5 26 104 50 1.175 639 536 338 57 127 25 15 4 8 8 3 3 5 6 4 4 0 0 0 1 0 0 1 0 1 0 0 22 7
5 26 104 51 1.161 792 369 421 56 195 28 22 6 13 3 5 2 2 1 0 0 1 0 1 0 1 1 0 2 0 0 0 25 7
5 26 104 52 1.055 713 342 364 49 219 16 15 2 11 3 1 3 9 0 1 1 0 2 0 0 0 0 0 1 1 0 0 12 3
5 26 105 53 1.111 758 353 389 37 263 8 4 3 12 7 0 4 2 2 1 0 0 0 2 0 0 1 1 0 0 0 0 20 2
5 26 105 54 818 543 275 285 21 186 9 1 1 12 5 2 0 1 2 2 0 0 0 0 0 0 0 1 0 0 0 0 12 3
5 26 105 55 1.080 743 337 406 23 266 9 3 2 5 2 3 3 3 1 0 1 2 1 1 0 0 0 1 0 0 0 0 6 5
5 26 106 56 938 572 366 254 36 199 22 10 1 7 7 4 2 1 0 3 1 3 0 0 0 1 0 1 2 0 0 0 16 2
5 26 106 57 1.329 854 475 397 77 252 20 26 6 16 12 8 2 3 4 2 2 1 0 0 0 0 0 2 1 1 0 0 16 6
5 26 106 58 1.128 694 434 376 49 188 14 14 4 12 6 2 2 2 5 0 0 1 1 0 0 0 0 0 4 0 0 0 9 5
5 26 106 59 1.134 636 498 314 51 179 19 13 2 12 3 5 4 5 0 1 0 0 1 0 0 0 0 0 0 0 0 0 19 8
5 26 106 60 786 491 295 248 35 139 19 4 1 10 2 4 5 2 0 1 0 1 0 0 0 0 0 0 2 0 0 0 15 3
5 26 107 61 1.082 575 507 235 76 120 42 21 3 9 15 1 4 4 2 3 1 2 2 0 0 0 0 1 0 0 0 0 24 10
5 26 107 62 1.191 761 430 395 51 187 24 17 4 12 9 1 5 8 4 1 0 5 0 0 1 0 0 0 3 0 0 1 24 9
5 26 107 63 1.170 727 443 379 78 134 33 21 6 3 6 10 6 2 4 1 2 2 2 1 0 0 1 0 3 0 0 0 27 6
5 26 107 64 1.172 652 520 289 73 154 46 28 3 9 7 7 3 3 3 1 0 0 0 0 0 0 0 0 1 0 0 0 17 8
5 26 107 65 1.159 658 501 313 59 146 37 18 7 11 5 5 5 4 3 0 1 0 2 2 1 0 0 0 1 1 0 0 24 13
5 26 108 66 959 594 365 303 54 134 22 15 11 7 4 3 2 2 0 2 3 1 0 0 1 0 0 0 0 0 0 0 20 10
5 26 108 67 960 616 344 300 44 175 11 9 3 9 10 4 3 2 1 0 4 1 2 1 0 0 0 1 0 1 0 0 32 3
5 26 108 68 1.076 643 433 285 83 120 49 21 13 11 10 4 4 1 3 1 3 1 1 2 0 0 0 1 0 1 0 0 19 10
5 26 108 69 1.254 773 481 395 79 132 31 24 16 17 14 14 4 3 4 1 1 0 1 0 0 1 0 0 2 0 0 0 29 5
5 26 109 70 1.078 642 436 302 52 156 34 13 12 9 9 8 4 4 2 1 1 2 1 2 0 1 0 1 1 0 0 0 22 5
5 26 109 71 1.108 647 461 310 47 130 42 16 11 15 12 6 5 3 8 0 0 1 0 0 1 2 0 0 0 2 0 0 24 12
5 26 109 72 1.200 740 460 373 81 143 50 18 6 8 7 5 2 1 1 0 1 2 1 0 1 0 1 0 1 1 0 0 27 10
5 26 109 73 1.217 709 508 333 88 103 46 28 21 13 11 14 7 4 6 0 5 0 0 0 0 0 0 0 0 0 0 1 19 10
5 26 109 74 1.199 785 414 412 51 170 25 17 9 16 17 4 1 3 2 2 3 3 1 0 1 0 0 1 1 0 0 0 36 10
5 26 110 75 1.277 800 477 364 99 147 49 22 16 14 11 9 4 3 2 1 2 2 0 1 1 4 1 0 0 0 0 1 33 14
5 26 110 76 1.022 616 406 286 67 136 36 11 5 12 10 6 3 3 1 1 1 1 1 1 1 0 0 1 0 1 0 0 23 9
5 26 110 77 1.032 672 360 302 55 188 33 15 8 17 7 7 3 0 1 1 2 0 0 1 1 0 0 0 1 0 0 0 22 8
5 26 110 78 1.434 895 539 447 81 217 33 16 8 18 16 2 7 1 0 1 1 2 0 1 2 0 0 0 5 0 0 0 29 8
5 26 110 79 923 607 316 288 61 131 26 12 13 13 5 6 3 4 9 0 1 0 1 0 0 1 0 0 2 1 0 0 18 12
5 27 111 80 955 576 379 216 79 83 62 29 6 14 7 8 10 8 2 2 2 0 2 0 0 2 0 0 2 0 0 1 31 10
5 27 111 81 1.105 670 435 326 80 98 58 30 9 6 6 4 4 4 2 2 1 1 2 0 1 2 0 0 1 0 0 0 27 6
5 27 111 82 1.147 716 431 306 91 86 60 52 0 12 8 14 4 7 3 3 3 2 1 1 0 2 27 0 0 0 0 2 24 8
5 27 111 83 974 614 360 240 84 85 52 55 29 5 11 6 6 4 6 1 1 0 1 1 0 0 0 0 3 0 0 0 17 7
5 27 111 84 996 621 375 240 102 97 52 40 15 0 5 13 4 4 2 0 2 5 0 0 0 0 0 0 1 0 0 0 25 14
5 27 111 85 1.023 526 497 193 88 70 58 19 11 6 13 14 7 1 1 3 0 1 2 1 1 0 1 0 0 0 0 0 28 8
5 27 111 86 925 522 403 219 56 73 62 19 6 17 8 9 1 2 3 3 2 0 2 1 0 0 0 1 1 0 1 0 26 10
5 27 111 87 1.166 694 472 315 78 139 41 16 5 10 11 10 4 2 6 1 0 3 1 2 0 2 0 2 1 0 1 0 31 13
5 27 112 88 1.262 716 546 290 85 138 58 29 20 10 15 13 3 1 4 4 2 2 0 0 0 0 0 1 0 0 0 0 29 12
5 27 112 89 1.224 768 456 355 98 97 82 33 17 8 9 6 4 3 5 1 1 0 1 0 0 1 0 0 1 0 0 0 34 12
5 27 112 90 1.334 757 577 275 106 109 84 44 18 10 22 17 4 8 5 2 1 1 2 0 0 1 1 1 3 0 0 0 28 15
5 27 112 91 1.133 677 456 281 91 90 57 40 14 11 19 10 4 6 2 1 1 1 4 0 0 0 0 1 0 1 0 0 30 13
5 27 112 92 1.161 684 477 311 81 148 46 16 11 12 9 1 3 2 5 1 1 2 1 1 0 0 0 1 1 0 1 0 20 10
5 27 113 93 775 489 286 239 49 119 19 17 2 9 8 2 5 1 2 1 0 0 0 0 0 1 1 1 0 0 0 0 9 4
5 27 113 94 1.909 1.122 787 562 109 242 52 36 11 22 16 4 3 9 0 1 3 0 2 0 0 2 0 0 1 0 0 0 37 10
5 27 113 95 1.224 733 491 321 94 124 33 39 13 18 10 14 2 3 5 5 2 1 1 0 0 0 0 0 0 2 1 0 29 16
5 27 113 96 811 502 309 208 64 97 38 23 5 9 6 8 1 1 3 1 1 0 0 1 0 1 0 1 3 1 0 0 18 12
5 27 113 97 1.134 703 431 307 100 92 63 39 8 17 10 6 3 9 4 1 1 3 0 0 0 1 0 3 0 1 0 0 27 8
5 27 113 98 1.104 663 441 267 92 99 54 38 9 5 20 14 4 4 5 2 3 0 0 0 0 0 0 0 0 0 0 0 39 8
6 28 114 1 806 454 352 147 85 77 46 25 7 2 6 3 7 4 4 0 1 5 2 1 0 0 0 0 0 1 1 0 21 9
6 28 114 2 1.093 618 475 208 111 81 59 37 33 12 7 2 1 3 9 1 1 1 0 0 0 0 0 0 2 1 0 0 36 13
6 28 114 3 1.153 620 533 151 138 91 76 32 26 9 9 3 5 10 9 6 7 1 1 2 1 1 1 0 0 1 0 0 32 8
6 28 114 4 890 405 485 99 105 57 58 20 6 5 6 8 4 5 2 1 1 1 2 1 1 0 0 1 1 0 0 0 14 7
6 28 114 5 767 433 334 141 75 53 53 27 13 4 7 4 7 4 4 0 2 3 0 1 1 3 2 0 0 0 0 1 23 5
6 28 115 6 744 425 319 159 77 61 29 23 17 8 7 5 3 1 4 1 0 0 0 0 0 0 1 0 0 0 0 0 25 4
6 28 115 7 1.189 623 566 237 84 89 67 22 9 9 22 11 6 6 4 2 2 0 3 1 0 0 1 0 0 1 0 2 36 9
6 28 115 8 1.365 780 585 274 129 135 68 37 13 8 16 16 3 6 6 6 1 4 5 1 2 2 0 0 0 0 0 0 35 13
6 28 116 9 885 518 367 196 83 79 36 46 6 9 13 6 3 3 3 0 0 0 1 0 0 3 0 0 0 0 0 0 18 13
6 28 116 10 793 497 296 147 100 96 58 26 9 5 6 3 7 4 1 1 1 1 0 1 0 1 1 0 1 1 0 0 15 12
6 28 117 11 1.004 609 395 224 123 83 47 52 12 10 9 4 3 1 3 0 0 2 2 0 2 0 0 0 1 0 0 0 21 10
6 28 117 12 873 495 378 197 76 45 57 42 12 6 6 7 4 3 6 1 1 0 1 1 0 3 3 3 0 0 0 0 17 4
6 29 118 13 1.240 648 592 209 121 82 71 47 22 11 12 17 8 6 0 2 2 0 1 2 1 0 1 0 1 0 1 0 17 14
6 29 118 14 1.088 545 543 138 116 86 71 34 19 8 13 2 5 8 4 4 1 1 3 1 1 1 2 1 0 0 1 0 17 8
6 29 118 15 1.033 444 589 111 116 67 46 25 8 6 12 3 7 6 5 1 1 0 0 0 0 2 1 1 0 0 0 0 21 5
6 29 118 16 1.126 535 591 113 144 83 45 39 5 13 13 8 7 11 8 4 0 1 0 2 0 0 0 1 0 0 2 0 27 9
6 29 118 17 943 498 445 131 111 55 51 39 13 9 19 10 8 7 10 2 0 0 0 1 2 1 1 0 0 1 1 0 23 3
6 30 119 18 965 482 483 86 108 49 79 45 20 6 13 17 6 5 4 3 3 0 4 2 0 0 1 1 1 0 0 0 18 11
6 30 119 19 1.070 571 499 158 97 59 83 47 19 10 12 11 6 8 6 4 2 3 2 3 0 1 0 1 0 0 1 0 30 8
6 30 119 20 878 515 363 186 87 69 55 38 13 5 9 7 6 5 4 0 0 0 0 0 0 0 1 0 0 0 0 0 18 12
6 30 119 21 1.033 623 410 200 98 114 66 31 10 8 8 10 7 2 6 0 2 1 0 1 3 3 1 2 2 0 0 0 31 17
6 30 120 22 1.001 499 502 152 80 85 61 39 12 2 13 6 4 3 2 1 2 0 1 0 0 2 0 0 5 0 0 0 26 3
6 30 120 23 1.113 653 460 218 102 86 77 53 22 18 10 10 5 3 7 0 2 1 4 0 0 0 0 0 1 0 0 0 17 17
6 30 120 24 1.245 745 500 285 124 110 66 53 15 8 19 4 5 7 3 2 1 3 1 0 0 0 0 0 0 0 1 0 29 9
6 30 120 25 1.114 652 462 319 89 61 49 42 16 11 5 5 1 3 2 0 0 0 0 0 0 0 0 1 1 0 0 0 32 15
6 30 120 26 745 408 337 155 47 67 40 27 10 3 6 5 1 0 1 0 1 2 2 0 0 3 0 0 0 0 0 0 18 20
6 30 120 27 948 561 387 213 65 97 53 42 13 9 18 4 7 0 4 3 2 0 2 1 1 2 2 0 1 0 0 0 21 1
6 31 121 28 1.009 574 435 150 117 68 83 46 21 13 14 7 14 2 4 1 0 0 1 0 0 0 0 1 0 0 2 0 21 9
6 31 121 29 1.005 590 415 165 85 75 83 53 26 13 13 8 7 4 4 1 0 0 0 1 0 1 0 0 1 0 0 1 31 18
6 31 121 30 1.042 558 484 143 104 65 80 51 30 7 18 12 5 4 9 1 0 0 2 1 0 2 0 0 0 0 0 1 21 2
6 31 121 31 891 506 385 147 79 52 57 64 30 1 14 5 3 2 4 2 0 2 0 0 0 3 0 1 0 0 1 0 30 9
6 31 121 32 889 482 407 130 76 35 74 33 24 11 23 11 10 3 2 2 2 1 5 0 1 1 0 0 0 0 0 0 27 11
6 31 122 33 1.002 577 425 162 106 43 91 48 33 3 11 9 6 3 4 1 3 0 3 0 0 2 0 0 1 0 1 0 32 15
6 31 122 34 968 559 409 156 61 83 77 55 26 11 12 15 6 3 7 1 4 0 4 0 0 0 0 1 0 0 0 0 24 13
6 31 122 35 787 464 323 156 81 49 65 28 17 8 7 4 7 3 7 1 1 0 0 0 0 1 0 2 0 0 0 0 19 8
6 31 122 36 1.016 579 437 204 63 78 68 43 20 7 13 14 3 8 9 1 4 1 0 0 0 1 0 0 0 0 0 0 28 14
6 31 123 37 796 444 352 158 69 56 38 21 12 6 15 14 3 3 5 1 1 0 1 2 2 0 0 1 2 0 0 0 26 8
6 31 123 38 1.059 600 459 192 82 67 95 41 27 3 16 7 8 9 8 0 3 0 1 0 1 1 0 0 1 1 0 0 25 12
6 31 123 39 1.160 637 523 158 92 44 126 50 31 6 21 16 10 5 17 2 3 2 4 0 0 0 0 3 0 1 0 0 26 20
6 31 124 40 1.215 718 497 273 99 109 80 31 24 7 16 12 9 3 6 1 4 3 0 3 0 2 0 1 1 0 0 0 25 9
6 31 124 41 1.200 704 496 249 96 64 97 55 31 10 13 19 5 6 8 2 4 0 2 0 0 0 2 1 1 1 0 0 23 15
6 31 124 42 1.135 631 504 228 99 57 83 41 27 8 7 11 9 2 2 0 2 5 2 0 0 1 0 0 1 0 0 0 33 13
6 31 125 43 928 508 420 148 101 51 65 25 24 12 10 12 3 7 4 1 2 0 0 0 3 0 0 0 1 0 0 0 33 6
6 31 125 44 1.085 622 463 253 95 94 64 25 16 7 15 5 4 5 6 1 1 2 0 3 0 0 0 0 0 1 0 0 21 4
6 31 126 45 927 459 468 131 63 61 70 31 17 13 10 5 11 4 2 2 1 2 1 0 1 1 1 1 1 1 0 0 22 7
6 31 126 46 831 422 409 128 51 35 76 36 18 4 12 9 1 2 3 2 0 2 1 0 0 2 0 0 0 0 1 0 30 9
6 31 126 47 1.067 461 606 121 66 44 90 42 24 7 4 5 8 7 5 3 5 1 1 1 1 1 1 0 0 0 0 0 16 8
6 31 126 48 938 488 450 121 79 53 77 52 29 6 16 4 5 6 3 3 3 1 0 0 2 4 1 2 0 0 0 0 17 4
6 31 127 49 797 418 379 124 62 37 64 44 19 14 11 4 5 1 9 1 0 0 0 0 0 1 0 0 0 0 0 1 10 11
6 31 127 50 864 428 436 120 56 26 81 40 32 4 19 4 4 4 5 0 0 0 0 1 0 2 0 2 0 0 1 0 22 5
6 31 127 51 922 534 388 181 73 54 79 38 29 4 10 6 4 8 3 1 1 0 0 1 1 0 1 0 0 1 0 0 25 14
6 31 128 52 1.160 642 518 180 123 44 102 57 28 6 24 9 5 5 4 0 5 3 1 0 1 1 0 0 0 0 0 0 26 18
6 31 128 53 1.073 593 480 165 93 49 108 53 32 5 18 10 8 4 4 5 2 2 0 0 2 4 2 0 0 1 0 0 21 5
6 31 128 54 1.215 647 568 182 101 54 112 46 29 3 20 10 10 6 13 2 1 1 1 1 1 3 2 7 2 0 0 0 29 11
6 31 129 55 1.105 585 520 154 106 35 99 46 47 4 15 7 5 8 2 1 0 1 2 1 5 3 0 3 0 0 0 0 23 18
6 31 129 56 1.127 553 574 122 81 25 120 61 25 15 24 5 14 7 4 4 1 2 2 2 1 0 2 3 1 0 1 1 16 14
6 31 129 57 1.128 567 561 131 95 50 88 52 35 6 18 14 4 10 6 2 4 2 1 0 0 2 0 1 0 0 0 0 22 24
6 31 129 58 1.214 670 544 214 107 62 105 56 22 16 11 12 7 6 6 1 3 1 0 0 1 2 0 2 0 0 0 0 24 12
6 31 129 59 1.149 589 560 152 94 45 99 61 35 1 16 17 12 4 2 1 1 1 0 2 0 0 0 0 2 0 0 1 26 17
6 31 130 60 1.281 672 609 155 119 61 115 59 37 11 22 10 8 4 5 2 5 0 2 1 0 1 1 3 2 1 1 0 22 25
6 31 130 61 1.004 564 440 178 88 38 82 49 25 7 19 7 8 9 5 0 2 1 2 0 3 0 1 0 0 0 1 0 22 17
6 31 130 62 1.009 610 399 160 98 46 98 38 42 5 14 13 6 5 15 3 1 3 1 2 2 2 2 1 0 0 0 0 42 11
6 31 130 63 1.119 603 516 193 89 55 95 49 20 7 12 12 7 7 7 2 5 0 1 1 1 0 0 0 0 0 0 0 32 8
6 32 131 64 1.437 886 551 282 153 101 99 63 33 16 19 15 11 5 10 4 9 1 4 1 1 1 1 0 0 0 1 0 43 13
6 32 131 65 872 536 336 189 87 69 64 30 17 8 10 6 5 2 4 0 3 0 2 2 0 2 0 0 1 0 0 1 28 6
6 32 131 66 817 440 377 142 73 61 49 31 18 4 12 2 2 5 1 2 1 1 2 0 1 2 0 0 0 0 0 1 21 9
6 32 131 67 1.334 770 564 271 106 70 106 66 26 11 10 12 11 3 4 2 0 0 1 1 1 1 3 0 1 0 0 0 51 13
6 32 131 68 1.120 645 475 228 98 57 85 65 14 9 14 2 1 6 9 1 1 3 3 0 1 0 0 1 0 0 0 0 28 19
6 32 131 69 823 493 330 164 84 45 78 43 12 6 10 5 4 5 5 0 2 0 1 3 0 0 0 1 0 0 0 0 20 5
6 32 131 70 1.376 761 615 256 120 79 77 66 25 7 11 16 13 7 6 1 2 1 5 1 2 1 1 2 1 0 0 0 52 9
6 32 132 71 787 452 335 148 79 66 43 41 10 4 12 3 7 3 1 1 2 2 1 0 0 3 0 1 0 0 2 0 19 4
6 32 132 72 1.254 767 487 281 132 100 81 60 19 12 3 8 5 6 5 3 0 0 1 5 1 2 0 0 0 0 0 1 33 9
6 32 132 73 1.066 649 417 197 126 79 80 46 25 7 12 15 4 2 5 2 0 1 3 4 3 2 0 0 0 0 0 1 18 17
6 32 132 74 781 443 338 156 72 56 42 34 17 4 6 11 3 5 1 2 2 3 2 0 0 0 0 0 0 0 0 1 21 5
6 32 132 75 883 518 365 183 69 52 59 41 19 7 16 0 4 5 8 2 2 0 3 0 1 1 0 0 0 1 13 0 28 4
6 32 132 76 1.030 669 361 280 94 64 60 48 26 6 15 11 2 6 3 2 7 1 2 0 1 2 0 1 5 0 0 0 22 11
6 32 133 77 928 473 455 137 84 62 57 34 17 9 9 10 6 5 2 5 2 3 0 0 1 0 0 2 2 0 0 1 17 8
